Tweet,Alay Count,Abusive Count
dan sampailah masku d rmh ga mnt d ceritain ud crita langsung trnyta si gembrot dr awal ud g kuat dan pingsan masku trnyta ud bantuin ngedorong juga hoalaaah mbrot mbrot gembrot blg kalo ketahuan mamanya naik ijen kan sm aja kya naik gunung si gembrot,25,3
di islam emng gitu mas kafir masuk neraka yg muslim aja belun tentu masu surga kalo amal nya ga ada,8,1
suka ngerasa kangen sama temen dan sahabat lama yang dulu kalo apa selalu bareng tapi aneh sekalinya ketemu lagi ngerasa kaya asing,5,1
memang cerita a quiet place ni semua bisu tak boleh bercakap eh tak expect pon mcm ni,3,1
wahai kader2 ku seng pekok dari p b c partai bondo cocot dr sabang sampai merauke kader2 ku seng pekok ndewek wes kentean peluru pokoe isu tka iki seng pling empuk gawe nyerang presiden biasa e ndewek mangan enak di zmn pk jokowi saiki susah tuku lob,18,1
kairoseki adalah alat yang dapat membatalkan kemampuan pengguna buah iblis dan melemahkan mereka,0,1
beri anak bangsa pendidikan yg baik jangan jadikan robot pe nyembah2 allah swt yg merintahkan perangi bunuh kafir,4,1
kalaupribumi iseng aparat berwajah garang cina yang rasis aparat jadi alay,2,1
paingan asa tydak asing,1,1
agak lucu kalo ada org yg mempolisikan rg krn setahu saya rg tak menyebut scr specifik kitab agama tertentu jauh panggang dari api,7,0
kalo udah punya banyak duit pengen banget punya rumah terus bikin zen garden sebelah teras rumah ala jepang gitu kek di rumah2 bos yakuza dan pengen banget nongkrong tiduran nikmatin angin sepoy2 sambil ngelus2 kucing gendut bermuka bodoh sekalian ju,10,2
hanjing maju lu sini babi,2,1
pedagang sumber jimput menolak hoax dan sukseskan pilkada di kota kediri,3,0
krn mengisukan pak jokowi kafir antek asing antek aseng tdk mempan isu pki jd alat isu terakhir,5,4
iya bener setelah di hianati pki,3,0
yah mulai bego mulai idiot mulai baper bapermania,3,2
ajib bener nih pak wakil gubernur baik banget dr sya meminta menyukai foto dengannya di instagram saya,4,0
aku kan cowo ga bisa jadi miss ato queen aku juga ga punya duit buat jdi transgender biar jadi miss ato queen ngetik apa sih aku ini,7,1
pak walau anda muslim sebagai menagama ri anda wajib membela kepentingan bangsa negara,1,0
bgni sj mslh tka ilegal asal china semua sdh jelas n faktual mau bukti aplgie n sdh dbhas ini jelas pmrintah g brniat slesaikan,15,0
iya lagi eek,1,0
setiap kali menyaksikan topeng monyet di kampung saya merasa iri sama kelompok topeng monyet itu mereka bisa menyulap sebuah aksi penyiksaan terhadap seekor monyet menjadi tontonan hiburan bagi warga,0,3
panas dua paslon saling kritik data kemiskinan dan gizi buruk,1,0
melepaskan orang yg kamu cintai jauh lebih sulit dibanding menerima cinta yg baru yg asing bagi hatimu ipadnews,4,1
dah pernah naik onta,1,1
lesbi sih lesbi tp org lesbi punya hati bwos jangan semena mena lantas lo jadiin kita kita yang udah ngebucinin lo itu cuman cadangan,8,3
agama islam kristen yahudi agama seksis makanya perempuan dlm agama ini perlu kerja extra keras supaya dijadikan manusia yg setara,3,0
ya cacat rupa ha ha ha,3,1
the lie tju siswi kelas 6b sd katolik karya yosef istrinya ronaldo pardede yang sah,1,0
jgn terlalu digoreng goreng pak nanti mkin gosong suara kami murni karena kemanusian gk ada hubungannya dgn yg namanya jokowi,6,0
rupiah melempem di awal dagang tertekan data ekonomi as yang positif,0,0
wajarlah gerindra kayak gitu toh anak kecil aja dihormati sama prabowo saking pngebetnya pengen jadi presiden,4,0
o ihsg hari ini ditutup 5 907 0 25 o asing mencatatkan net buy rp148 97miliar o nilai tukar usd idr ditutup rp14 409 o indeks ihsg sektoral 7 naik 3 turun o mayoritas indeks asia ditutup naik amp eropa dibuka naik,4,1
alat transportasi yg cepat memungkinkan percepatan ekonomi yg cepat jg krn zaman skrg semua butuh kecepatan dan ketelitian hayukakertajati,6,0
typo gembel wkwk,1,1
moga2 itu bisa diconfirm bukan bom ya itu daerah anak kuliaham what u aiming from bunuh anak kuliah,5,0
mba ikutan yuk ke sgpore vs thampines rovers biar mbak ga di dalem mulu gitu gaul nya mau ikut apa mau nge je dog aje mikirin the jak the jak yg kata nya kampungan kalo mau ikut kabarin yaa,14,1
kudu jelas oge ulama nu mana ya klo pngn selamat ikutin al quran dan as sunnah udh itu aja,8,0
hmm iya kalo maskeran ditutupin taplak juga jadi ngembang,4,1
derita nun jauh disana akan sama dirasakan perihnya oleh saudara muslim lainnya ummat islam itu bersaudara dan akan saling bantu jg saling mendoakan,3,0
ketua umum pkb muhaimin iskandar alias cak imin menyoroti kondisi laut jakarta yang kotor apa respons wakil gubernur dki jakarta sandiaga uno jokowicakimin2019,3,0
ajak pak bikin parpol yak pak,2,0
aku bom sampe 200 nih,1,0
pertanda bakal ada perang twitter meng syiah2ahkan orang israel meng yahudi yahudi kan orang iran gitu aja nyampe mabok kwkwkw,6,0
selalu tak pernah ada bukti atas tuduhan sebagai antek asing dll apakah membicarakan kejahatan negara disebut pengkhianat bagi saya ini cara pikir yg bahaya sebab dengan itu membiarkan negara ini tetap melakukan kejahatan,3,2
kalobaan mikir kos menteri wae si edan,4,1
artikel hj siti mahmudah mendungukan membiadabkan bangsa lihat ayat cocok2 penis dan kurung istri sampai mati,2,0
jokowi klo tidak mengubah sikap kekuasaannya negara akan hancur pemerintahan terancam bubar sblm 2019 rakyat sudah siap utk lengserkan jokowi,3,0
katanya mau menuntaskan amanat penderitaan rakyat rakyat pribumi indonesia atau rakyat cina hey jokowi jgn jd penghianat umat donk,5,0
qaumi ekjayati conference jamiat ul ulama e hind ki public meeting se ba,2,0
kata amin raisin sertifikat bohong akusisi saham frepot bahong ini mulut apa pantat onta ndower amat,5,2
tetap jokowi pak dpr,1,0
feminis itu selalu dianggap sbg wanita yg gak mau mengikuti syariat agama dgn pemikiran bebas dan gak mau menerima kodratnya menuruti laki2 atau cewek murahan yg suka umbar aurat atau berhijab tp gak niat sok2an berjuang demi wanita pad,10,0
anti aseng anti aseng mana nih panasbung,2,1
dia memang tidak punya hak untuk berkata seperti itu tapi tidak ada salahnya untuk melindungi kan panji hanya ingin menyampaikan pesan dan satu pertanyaan dev baik baik ya kamu semoga cowo yang deketin kamu gak brengsek aku gak mau kamu sakit dev kita ini apa,5,0
suruh mundur aja dari sekarang daripada malu maluin kok ngarep didukung ulama emang gak ada parpol yang dukung ndang bali o,7,0
terus ganyang pki,1,0
udah di peluk dulu ngentod nya belakangan,2,0
saya tau abang juga memuja amp memuji pak sby saat menjadi presiden amp skrg berganti ke pak jokowi bagi saya hal itu wajar2 saja tapi jangan sampai kebablasan ya abangku sayang,3,0
jungyeon nangis diacara gr2 peliharaannya mati smpe acaranya diberhentiin dibilang kg profesional lah kucing gue mencret aja gue ngerasa kek bencana besar,7,0
segala ny bnyk impor hduh praah msti 2019gantipresiden 2019gantipresiden 2019gantipresiden 2019gantipresiden,10,0
kalau terpilih jadi presiden rizal ramli akan penjarakan koruptor di pulau malaria,0,0
lengserkan jokowi sekarang juga,0,0
cari mommy ae biar bisa nete,2,1
aku mau dong ngewe sama tante pokoknya dijamin tante puas,0,1
hasil revolusi mental kenapa jadi pada cacat mental optimis 2019 ganti presiden,0,1
jangan kebnyakan ngopi om apa lagi top coffe nanti kayak iwan fals yg awalnya cerdas berubah jadi cebong xixixix,4,1
seseorang tanpa cacat laksana gunung tanpa batu,0,1
kapolri tito polisi jadi bandar narkoba tembak mati saja,1,0
bpjs pln pertamina ngaku defisit semua anehnya presiden ngaku hebat kalah semua sama tukang pisang yg omzet triliunan,5,0
sejak kepemimpinan jokowi banyak ormas yg tidak akur rakyat juga saling hujat dan menista agama di sosmed,3,0
lengkap sudah tim anies sandi ada kasus pencabulan ada kasus makar,0,0
ngapain diskusi ama orang kapir yg emggak kapir kan masih banyak,6,0
semangat bela agama tidak akan pernah pudar trhdp para pelaku penista agama penista rasulullah dan penista ulama segera tangkap adili lalu penjarakan tegakkan hukum setegak2nya,2,0
seharusnya tersangka setya novanto yg kena sanksi pecat itu baru top,1,0
saya setuju di maafkan tapi 100 menista agama kitab suci adalah wahyu allah tidak ada tafsiran apapun dia sudah menyakiti hati semua pemeluk agama biar allah yg member i ganjaran yg sesuai,2,0
dinamakan seba gede krn ada 2 000 org dan brbeda dgn seba leutik yg haya dihadiri ratusan org warga baduy stelah slesai mmperingati tradisi seba di pendopo pemkab lebak dilanjutkan kembali brtemu gubernur banten wahidin halim hari ini sabtu 21 4,13,0
menohok pidato agus m herlambang ketua umum pb pmii di harlah ke 58 yg dihadiri presiden,3,0
maksudnya partai yang menolak keras asas tunggal itu menolak sila kesatu yaitu ketuhanan yang maha esa artinya si doi komunis dong,2,1
kandidat pengganti bima sakti,0,0
sejak prabowo orasi bahwa bantuan utk rohingya hanya pencitraan isu pki semakin masif saja beredar di media online dan sosmed kenapa ya,3,0
lebih satria anies sandi mundur,0,0
lagian gimana sih aksi simpatik pake poster bom harusnya pakai bunga,2,0
sontoloyo cebong mendem aja sono,2,2
banyak sampah emang,1,1
ya betul 100 beriman katolik 100 menjunjung nilai2 luhur dan budaya bangsa indonesia,1,0
alaaaah kyak ente berhasil aja cma poligamy prestasi ente yg berhasil lain nya zonk nol besar kakean cocot kowe tu nis,12,1
okelah mas kalau mslh tuduhan dri radenmas arya anda boleh keberatan dan boleh membela diri tpi tdk dg berkata kasar mslh sejarah ttg konflik arab mskpun tdk ada dalang dri us,11,0
kivlan zen ngoceh tdi siang ditransfer uang sma prabowo utk dbuat dramatis di ilc agar isu pki di msyrkt lbih mncuat lgi,11,0
anda paham ga strategi 2010 2014 telah memicu overheating ekonomi 2013 2014 dengan inflas 8 86 8 36,2,0
yaelah lo bos boss bisanya cuma nyinyir doang disuruh kerja ga becus pkrannya kekuasan doang munafik lo,5,1
para partai oposisi zaman sby menguasai media massa hingga berbagai prestasi sby tidak dipublikasikan,2,0
wah kita sama nih tp please jgn putus asa ya sama badan kamuu klo aku punya prinsip cewe gendut itu imut karna ga semua cewe cantik manis bisa dapetin ke imutan sdgkan klo imut kadang bisa cantik jugaa semangatt,13,1
bantuan dengan hutang beda tong cebong dungu atuh mah,1,2
saya sudah tau ini ini sarah ini pasukan nasi bungkus yang mana yang ada dana pernah coba nantangin mau samperin saya saya tunggu ehh ngeblock,4,1
apel malang ada tp masih impor apel cina dan amrik gitu yg namax bangga produk indonesia,5,0
na am bro pemilihan presiden 2019 nanti sy akan istiqomah pilih pak subianto sbg presiden pak akan sy lengserkan di 2024,4,0
seandainya aku jumpa fans di hongkong beneran gitu ya nanti ada yang jejeritan manja panggil oppa gak ya sebentar emang aku ganteng emang aku pantas dipanggil oppa gitu ada yang mengenaliku sebagai tki korea gak ya hahaha,10,0
halo pak presiden ini ibu marni beliau adalah seorang ibu yg anaknya menjadi korban salah tangkap dan penyiksaan oleh polisi ma sudah memutuskan bahwa anaknya tidak bersalah pn jakarta selatan memutuskan bahwa negara bersalah dan harus membayar,3,0
pembajak agama adalah mereka yg menggunakan agama untuk kepentingan2 yg berbeda bahkan untuk tujuan2 yg bertentangan dgn ajaran agama itu sekalipun,6,0
lo yg bngsat mna ad gw bilang buya yahya yg gw sebut yahya alias yahya staquf bin yahudi arah gw k yahya staquf amp si aqil krn gw tw klo lo trmsuk gerombolan pngikut setia na yg mnyimpang,19,0
cebong g sunat nih pergi loe ke septictank ahok,3,1
jijik dongo,1,1
bencong tu apa,1,1
setiap bang fh ngetuit cebong lgsg ngumpul spt lampu petromax di kolam 200,5,1
jaman sby korupsi besar besaran proyek mangkrak,1,0
dr dulu gak pernah beresss looo segitu nafsunya mau jd presiden tunjukin prestasi looo bukan kelicikan looo biar rakyat menilai rakyatpintar,9,0
banyak cebong stres disini,1,1
penjarakan ahok lengserkan jokowi komunis cina penistaan alqur an penistaan agama kriminalisasi ulama kriminalisasi ormas islam,2,1
konspirasi yahudi berjalan dengan baik karena efek kebodohan segelintir oknum yang mau memakan uang haram demi menggadaikan masadepaan anak bangsa,1,0
maksud yg no 2 itu mungkin yg sudah pisah itu cerai di catatan sipil lalu menikah di gereja agama lain kalau kawin lg di gereja katolik ya nga bisa kecuali dapat pembatalan,4,0
nnyatanya skrg bisa ga tuh si artidjo ngebatalin tuduhan thd si kunyuk kita nonton lagiiiiiiii,9,1
bang bang itu jubir udah kaya jablay gegarotan ya itumah jablay yang suka lu pake kali,6,2
tdk pernah melihat beda pencapain rezim selama dia pejabat negara dpr seolah2 tdk ada yg dikerjakan pemerintah sekarang dan selalu menganggap semua persoalan negara ini salah 4 thn ini,7,1
ceritanya mamah abis beli kerudung diliatin ke nenek kerudung tuh gede ya enak dipakenya taplak meja seketika aku ngakak sengakak ngakaknya kenap,5,1
orang gila aja belum tentu percaya klo kelas langsung ditelan cebong kan g punya otak,3,2
muncul nih penyakit nya ini malah dari jam 7 malem kacrut mau nelpon 147 telpon mati juga kacrut banget dah,4,2
kalo gubernur ahok masih eksis trus ada kasus bayi debora hmm rasakeenn,4,0
heran juga saya setan iblis pada kabur dan takut kalo mendengar azhan tapi ini mahluk allah yg satu ini anteng s,5,2
jdi gni skrg intinya orang kaya dan elit gak menjamin tangan dan mulut berpendidikan jg mendingan gue yg katanya udik kampungan sampah tp msh pnya otak buat mikir,13,3
bajingan anda,0,1
pemilihan kepala daerah dki yg penuh intimidasi hasilnya tetap sah anies sandi kampanye janji janji falsu batalkan pengangkatan anies sandi,3,0
pecun ku,0,1
rezim anti islam pro komunis insyaallah kita akan saksikan kehancurannya,1,2
evi layanto siswi sd katolik karya yosef 1978 1984 istrinya ronaldo pardede yang sah,1,0
duterte yg beraliran komunis atheis tulen kok bisa terpilih jd presiden philipina yg mayoritas kristen katolik,5,1
hasil revolusi mental anak seumuran sd tak malu pacaran bahkan pakai materai segala inilah wajah generasi muda kita sekarang dan wajar saja lah wong kemendikbudnya juga ngajak nonton dilan 2019gantipresiden,7,0
udeeeh sama aja emang kacrut dasar,2,1
mampus,0,1
melawan roma kamis dinihari nanti liat latihan hari ini busquets udah latihan lagi semoga nanti bisa maen gembel banget kemaren gada busi,6,1
alhamdulillah kirain asing hahaha kamu kuliah di mana,2,1
saracen teraflisiasi dng geng anies sandi tak terbantahkan,2,0
loe jangan hina ahok dong orang udah tau kok si ahok cuma besar congor ngak perlu loe perjelas kali,5,2
bajingan rampok dong rakyat sj yg menghakimi,2,1
ai uu md3 nanahaon tateh nya,2,0
dasar si kutil babi ahok memang tukang bohong selain bohong ahok jg biasa menyalahkan yg lain menutupi kegagalan nya contoh soal banjir,3,1
dekalarasi pilkada 2018 aman dan anti hoax kepala desa sekecamatan jabon,3,0
19 kadang w suka bertanya hakikat dan faedah punya abang benga permanen macam anda ini apa suka bikin iler anj lah kntl manis enthu suka gajelas sakau u ya trus curhat anu pap jajan molo buset d,9,0
mantaf bang bagus bang emang tweet seperti ini yg banyak jadi perhatian mereka terus bang ya semua itu agama sama bang mengajarkan kebaikan dan akan menuju tuhan yg sama lebih mantaf lagi ane yakin ngk lama ente makin sukses,9,0
jangan merasa sakti dgn jubah kekuasaan jangan menunggu rakyat marah pecat setya novanto pecatketuadpr,2,0
rindu ini memang bajingan datang sepagi ini,0,1
itu cebong dongok sensi amat mas,2,2
kalo pemerintah marah berarti 100 ini razim komunis,2,1
di pikiranku malam beku udara selembut lumut dadaku telaga bisu sebutir batu kaulemparkan dan keheningan dijeritkan,1,1
banci ku cwek lu cemen nyerang cwek dan sembunyikan wajah mu,5,1
critical eleven posesif habibie amp ainun laskar pelangi marlina si pembunuh dalam empat babak sekala niskala my idiot brother film filmnya ernest juga kocak tuh wajib ditonton,2,1
mendampingi presiden joko widodo meninjau bandara internasional jawa barat bijb bandara kertajati majalengka jawa barat jokowikunkerjabar,2,0
biarpun badan beliau kurus tapi nyalinya besar utk mengembalikan sumber daya alam yg dari jmn orde baru dijual gratis kpd amerika bukti tuduhan jkw antek asing aseng terpatahkan,6,2
14 kedua kenyataan yang lebih mengerikan sejak lama pemerintah dengan dalih investasi telah menjual sumur sumur yang menghasilkan bahan mentah untuk bbm bahan bakar minyak ini kepada asing aseng bbmhakrakyat bbmmilikrakyat,4,1
memang nya iran tdk berkerja sama dg negara komunis tepokjidat lagi,4,1
video pesan dari penyandang disabilitas untuk presiden jokowi,0,0
allahu akbar eksepsi dikabulkan pengadilan ustadz alfian tanjung musuh pki dibebaskan portal islam,2,0
7 12 setelah melakukan jamuan teh petang dengan mahasiswa universitas pattimura penulis lalu mendatangi universitas katolik indonesia maluku ukim guna melakukan persiapan kuliah umum untuk keesokan harinya diplomasipublik,1,0
